task,gt,f1,f2,split
task_171,0,-0.010310129087961833,0.3496061414378421,train
task_172,0,0.12017585807390475,0.10247222745184216,train
task_173,0,0.17119482646579226,0.3938085833024861,test
task_174,0,0.22830932848075747,0.5147298432113583,train
task_175,0,0.37736365350135825,0.21495924701883573,train
task_176,0,0.27373033701726546,0.15741753255303462,test
task_177,0,0.3963057629307303,0.046992920041517894,test
task_178,0,0.2516271970149444,0.21153092203626714,train
task_179,0,-0.05107122015068438,0.15340782940804493,train
task_180,0,0.10113341216546068,0.06627608981851554,train
task_181,0,0.31486639271411776,-0.07755663749093422,train
task_182,0,0.3472465183651702,0.21356962899360055,train
task_183,0,0.2104083893069801,-0.02789318747369221,test
task_184,0,0.1333912928211442,0.23532640022441162,train
task_185,0,0.17801255738276503,0.37066380653316244,train
task_186,0,0.14818723414244692,0.008235057843025861,train
task_187,0,0.14435692510867315,0.11647086582211691,train
task_188,0,0.3211581568355189,0.1981540572007409,train
task_189,0,0.011908300079367024,0.07645511708217481,test
task_190,0,0.1638243363726032,0.0520622630009063,train
task_191,0,0.2704642858637806,-0.015567486103447437,test
task_192,0,0.08944612090328483,0.09527024859620385,train
task_193,0,0.31383786910144257,0.22634126963642454,test
task_194,0,0.07101639137021878,0.31064720116302486,test
task_195,0,-0.02383778184603061,0.1072132338458751,train
task_196,0,0.020205577609398867,0.24329934219742494,test
task_197,0,0.42303781033474863,0.12543372812859105,train
task_198,0,0.5663368525974671,0.04469180810101414,test
task_199,0,0.31149383422485477,0.41279341548712223,train
task_200,0,0.1114933378870938,-0.21416022684541952,train
task_201,0,0.0979347007250599,0.06889653208099564,test
task_202,0,0.22780358519055555,0.27234878289534975,train
task_203,0,0.2947317888801875,0.2531812284257276,test
task_204,0,0.30806612711275416,0.5260817903274433,train
task_205,0,0.10461592543970807,0.3041219065912736,train
task_206,0,0.23523850181086614,0.3542490157452599,test
task_207,0,0.1978292720797259,0.45072527246622124,test
task_208,0,0.2290186992956361,0.3338469130204288,train
task_209,0,-0.024975290344587037,0.24500807944609268,train
task_210,0,0.2239575209470643,0.0327159802305208,train
task_211,0,0.2816911106391794,0.17306403262177833,test
task_212,0,0.18037943130005554,0.3714365738194328,train
task_213,0,0.1646471175089735,-0.03377662293303163,test
task_214,0,0.1123238550988,0.3216931221385139,test
task_215,0,0.21681624715736653,0.15849233163460635,train
task_216,0,-0.16585550120620157,0.18479368027584814,test
task_217,0,0.22676576650772412,0.13347078927751585,train
task_218,0,0.19316505999157044,-0.027942564433073636,train
task_219,0,0.4275451068746748,0.46360113464561037,test
task_220,0,0.26328102607544945,-0.012746243369907928,test
task_221,0,0.282964955343462,0.3081146081002477,train
task_222,0,0.5862807944566861,0.12511485762227306,train
task_223,0,0.09486432191467102,0.24755882494436018,train
task_224,0,0.3541975109654587,0.3181354940318615,train
task_225,0,0.012727848527123858,0.4169634050959721,test
task_226,0,-0.051086747762766394,0.26886180277679783,train
task_227,0,0.08680551665325908,0.2539583696426057,train
task_228,0,0.34409244337100275,0.11250881896862432,train
task_229,0,-0.1407808876676555,0.06564918990478835,test
task_230,0,0.39405913982109797,0.7095519272691351,train
task_231,0,-0.01685644660280536,0.05750846456614098,test
task_232,0,0.1859711034262657,-0.008322599454206187,train
task_233,0,0.30571351274284353,0.09277151091191015,train
task_234,0,0.553279633865622,0.19008631035229925,train
task_235,0,0.15569556172030363,0.010804193303012993,test
task_236,0,0.011696939207944956,0.06744772232855237,train
task_237,0,0.29213231824354147,0.3343168418397409,train
task_238,0,0.15665666626147776,0.11876294338844023,train
task_239,0,0.4019020958097965,0.16315356538445894,train
task_240,0,0.24442957129852777,0.3256053781367326,train
task_241,0,0.3791345908719467,0.2187779217773867,train
task_242,0,0.16981911846244566,0.3717918528822359,test
task_243,0,-0.18350669189172097,0.2217957638938642,train
task_244,0,0.03661914957964027,0.12815550193372388,train
task_245,0,0.08647101099668361,0.23064580258944606,train
task_246,0,0.3464318804172963,-0.015276789620653153,train
task_247,0,0.2717564936708595,-0.04518755672102229,train
task_248,0,0.2626039717225917,0.0879313395485668,train
task_249,0,0.11927399324389222,0.32508694939350213,train
task_250,0,0.2609953840481302,0.19910103675535523,train
task_251,0,0.3444755943600173,0.41614862169869615,train
task_252,0,0.13629981849561673,0.18961522817517512,train
task_253,0,0.23169643786962935,0.23028379918756317,train
task_254,0,-0.15084742149660652,0.2144453627051442,train
task_255,0,0.21739694406623852,0.1149413851503708,train
task_256,0,0.049212324799446316,0.26806219269683595,test
task_257,0,0.17621078687020808,0.06594159252607584,train
task_258,0,0.18450073710592926,0.23914784085797897,test
task_259,0,0.21049529275384884,0.389625828498026,test
task_260,0,0.04547981506513063,0.04332555297576357,train
task_261,0,0.22106488761637463,0.37559808495612934,train
task_262,0,0.17057595566173486,0.12940090409723964,train
task_263,0,0.15109627294816777,0.2167883232564948,train
task_264,0,0.434921996210483,0.2851478875929568,test
task_265,0,0.09009747856532566,0.07882325861617269,train
task_266,0,-0.009855572983747979,0.18085337792457587,train
task_267,0,0.10498855716143243,0.35946260901231164,test
task_268,0,0.322628320097484,0.3939756602699104,train
task_269,0,0.004813691023821537,0.007917465889099057,train
task_270,0,0.4745640822756608,0.3229963783025619,test
task_271,0,0.29396739465658106,0.1050613694267777,test
task_272,0,0.11558176582460984,0.15723965879229748,train
task_273,0,0.28208923987825957,0.3062503412217189,test
task_274,0,0.3786433245354515,0.27805302849968183,test
task_275,0,0.13227536958281122,0.25053884030830015,train
task_276,0,0.06985717678129055,0.14938410229210924,train
task_277,0,0.16726387507204707,0.1329930918645612,train
task_278,0,0.21548212057916796,0.35874970905346565,train
task_279,0,0.12103917249920285,0.2143385671800962,train
task_280,0,0.17950825102421614,0.18504309534661736,train
task_281,0,0.16801777025451278,0.15938894939763848,train
task_282,0,0.24858894471881587,0.03771262417447538,train
task_283,0,0.2790434063428383,0.2863104423673774,test
task_284,0,0.457647860226978,0.3001485971541671,train
task_285,0,0.2807468520297033,0.22335369718624845,train
task_286,0,0.11609952637491806,0.46018468746446767,test
task_287,0,0.24165742350693367,0.3299206338012683,train
task_288,0,0.04384737081073975,0.4363072449577008,train
task_289,0,0.15621641846511966,0.0674115088556558,test
task_290,0,0.1401939781032504,0.1934954878183808,train
task_291,0,0.37301019090999155,0.35254083587144047,train
task_292,0,0.2032848131354718,0.3525795648485515,train
task_293,0,0.11053403668581692,0.40981700615825134,train
task_294,0,0.35072304707188384,0.48586836074047635,test
task_295,0,0.40264274663723226,-0.04169924142653203,train
task_296,0,0.2623087206994296,0.15058733087796577,train
task_297,0,0.05696262955410897,-0.09500390423328514,test
task_298,0,-0.09936758573398669,0.22829670628018595,test
task_299,0,0.24410440288137505,0.3513176400962586,train
task_300,0,0.25277218225997267,-0.027063125470611404,test
task_301,0,0.46922048108855946,0.12654544022238845,train
task_302,0,0.15941618971078964,0.11531344501610988,test
task_303,0,0.0699720504359645,0.12798866538354486,test
task_304,0,0.1801283753530069,0.16308020199523204,test
task_305,0,0.14911101399684618,0.04839475322378109,test
task_306,0,0.14910630420897197,0.10653262241273663,test
task_307,0,0.049480311687998185,0.014567518857474787,train
task_308,0,0.4205528152811786,0.177447776509953,train
task_309,0,0.30483174039048505,0.2804935630202657,train
task_310,0,0.29201051488894025,0.3000128032511693,train
task_311,0,-0.023298560748865632,0.14547647553816123,train
task_312,0,0.0948705325700711,0.20490016454445412,train
task_313,0,0.21667280538129968,0.33903235345840554,train
task_314,0,0.29184049326586103,0.25669812027238437,train
task_315,0,0.3708089951928263,0.31811624878949385,train
task_316,0,0.2878526953573331,0.3545545363193011,train
task_317,0,-0.05629782098248881,0.23477636592272272,test
task_318,0,0.23772970722929282,0.09286630909302232,test
task_319,0,0.010499687473738556,0.20781140939714918,train
task_320,0,0.0964538733449024,0.14804632022158676,train
task_321,0,0.09770965319923115,0.46647647368975054,train
task_322,0,0.3821250850566528,0.19129445891630292,train
task_323,0,0.08948214293223895,0.43568131996060333,train
task_324,0,0.12379248753070524,0.2330091986685047,train
task_325,0,0.22434086883217375,0.1792326289986306,train
task_326,0,0.30665516289955735,0.27766012651409067,train
task_327,0,0.1487501617569585,0.3135972300479065,train
task_328,0,-0.008963704975722492,0.22696716454222687,train
task_329,0,0.2741891619581219,0.34426808844546225,train
task_330,0,0.1974347857448167,0.07049387028278722,train
task_331,0,0.17925654230861882,0.004905389262158194,test
task_332,0,0.33930517378930475,0.08179207257035126,train
task_333,0,0.014662410249481783,0.08795434156352407,train
task_334,0,0.15876623186026462,0.3213795168463243,test
task_335,0,0.3096924631118844,0.09652870246217653,train
task_336,0,-0.04919056243720049,0.1641080437258765,train
task_337,0,0.01310227925296234,0.23262010635676517,test
task_338,0,0.40931183621189676,0.3584305529261592,test
task_339,0,0.02174082351142212,0.14524595240475313,train
task_340,0,0.17218010762750824,0.23722028179315283,test
task_341,0,0.2637233060196805,0.364479630383322,train
task_342,0,0.3999662010965742,9.772336304836315e-05,train
task_343,0,0.38430184900881914,0.22551526677263448,train
task_344,0,0.11978096059233512,0.28836286599157407,train
task_345,0,0.41323996476610464,0.20851666183638315,train
task_346,0,0.3356784059651515,0.06028284999056524,train
task_347,0,0.034961716054135256,0.24434760666798583,test
task_348,0,0.10594904717687713,0.15628053789995952,train
task_349,0,0.34348605921639463,-0.06396239466671388,train
task_350,0,-0.003094774430249775,0.017642471203634574,test
task_351,0,0.3187349155408659,0.18381247190499145,train
task_352,0,0.20030234325358287,0.22447077238934257,train
task_353,0,0.04093344145136582,0.23154173744908726,train
task_354,0,0.08863410350495464,0.030883419132260698,train
task_355,0,0.30159803521058487,0.047187924545215004,train
task_356,0,0.02410602839123413,0.12015449970044972,train
task_357,0,0.29792273409696685,0.32511505361456894,train
task_358,0,0.29147539572210357,0.2290419054044229,test
task_359,0,0.23279388068615842,0.06543181712846394,train
task_360,0,0.2982597013396362,0.5360683881293735,train
task_361,0,0.30945623645775167,0.3107826501005637,train
task_362,0,0.21386513347897626,0.29388091493709156,test
task_363,0,0.09660330112587769,0.3473948836716897,train
task_364,0,0.4206856900816309,0.6553647980216701,test
task_365,0,0.23307791536539282,0.09339333619453205,train
task_366,0,0.18619399359507932,-0.018846515457081964,test
task_367,0,-0.045047033656211405,0.16069028659703444,train
task_368,0,0.2178084137072038,0.1175433463159463,test
task_369,0,0.24773582754506823,0.31040797354018895,train
task_370,0,0.2304585351654496,0.180650589255381,train
task_371,0,-0.005144960579644198,0.09006325160571708,train
task_372,0,-0.1524818499201901,0.10340642659342467,train
task_373,0,0.06834381702298714,0.25697434938374214,train
task_374,0,0.1481684642493426,0.2323232357146312,train
task_375,0,0.15626296418019583,0.11991727202207557,train
task_376,0,-0.2658680260046824,0.09198484259640281,test
task_377,0,0.376864115385832,0.1932220536050303,train
task_378,0,0.34992287562551105,0.1972517135225376,test
task_379,0,0.27804269586016417,0.31424521635320335,train
task_380,0,0.19088786330744711,0.04428235604563513,train
task_381,0,0.09252828134462102,0.33542308004340604,train
task_382,0,0.29477172449043315,0.11529749067446997,train
task_383,0,0.35738771377877676,0.02184083463131195,train
task_384,0,0.2569111415658746,0.22117320411971636,test
task_385,0,0.12327898458679389,0.01235019072871002,test
task_386,0,0.019550864116809674,0.19796341526998976,test
task_387,0,0.1847664561437902,0.03788699581902932,train
task_388,0,0.0745776969209119,0.16728417427124007,train
task_389,0,0.3806117624616845,0.12428151752944085,train
task_390,0,0.20823002548526112,0.278537871328877,train
task_391,0,0.033291706185023445,0.1511050208076669,train
task_392,0,0.07610561891550718,0.054292729281057966,test
task_393,0,0.2362189869710751,0.19610419516470415,train
task_394,0,0.19750202165448036,0.5887748630747089,train
task_395,0,-0.12147817183177839,0.11475335797738412,train
task_396,0,0.3474368754900878,0.23332387676606503,train
task_397,0,-0.06868913655252179,0.33809482660369616,test
task_398,0,0.068218905491505,0.16775944764675207,train
task_399,0,0.3750795253958057,0.14998498021329493,train
task_400,0,0.017822932702191596,0.03055399035740866,train
task_401,0,0.3909380555434757,0.10821092136805947,train
task_402,0,0.10049690269677732,0.314286556619763,train
task_403,0,0.0908365096362781,-0.021524576357520198,train
task_404,0,0.2610823252646448,0.11157500737597147,train
task_405,0,0.492351629023981,0.046451410602472765,train
task_406,0,0.1338418414657347,0.1433311401854328,train
task_407,0,0.29881594524233257,0.19815752114526086,train
task_408,0,-0.19191424777145943,0.35221487281692676,test
task_409,0,0.23633010862078915,0.21877953327862387,test
task_410,0,0.05157306286632407,0.2747073110481099,test
task_411,0,0.36538169258066266,0.2022753843528708,train
task_412,0,0.010479792480151434,0.1792359736802877,train
task_413,0,0.1919187116628843,0.3137546682812936,test
task_414,0,0.15998441137147257,0.18228334393485027,train
task_415,0,0.4309128753703452,0.05713571597690545,train
task_416,0,0.13509417852182903,0.347070782447069,train
task_417,0,0.025282562206270703,0.25838911710637735,test
task_418,0,0.14046807532435446,0.225537316300184,train
task_419,0,0.1785995496499821,0.12959504840968292,test
task_420,0,0.18671066821798435,0.18078455704446103,test
task_421,0,0.21483839553538306,0.3397577640583505,train
task_422,0,0.45439315866983554,-0.03821570511757022,train
task_423,0,0.00767883636417499,0.3257253968176524,train
task_424,0,0.36958084040727135,0.024817658649250007,test
task_425,0,0.15117181691012765,0.3121457069251884,train
task_426,0,0.02956836922929476,0.42417718370021906,train
task_427,0,-0.008696551087102794,0.008650657256119548,train
task_428,0,0.15237495350270858,0.1857405245992756,train
task_429,0,0.472913152842435,0.3303890606752646,train
task_430,0,0.1722916408114146,0.21594837969519154,test
task_431,0,0.59491786057842,0.05587975430308792,train
task_432,0,0.08241440137429086,0.3828139917306974,train
task_433,0,0.12524243363835852,0.17697176783779897,train
task_434,0,0.038311251642954125,0.3229194380241484,train
task_435,0,0.3100961863877558,0.49674313957308686,train
task_436,0,0.11562843695491538,0.0446549822741685,test
task_437,0,-0.07927998063403274,0.28531893851554646,test
task_438,0,0.3488886759735154,0.34022757262897907,train
task_439,0,0.1755594957943759,0.149797045495477,test
task_440,0,0.12668171524302888,0.44163162616142093,train
task_441,0,0.1374298235744014,0.3756005399549021,train
task_442,0,0.051812641382123964,0.443398504362029,train
task_443,0,0.30362172371659113,0.07385811574024245,train
task_444,0,0.22225123922617804,0.39658192088867705,train
task_445,0,-0.02540846421790946,0.2042046643890964,train
task_446,0,0.3874502172886518,0.2228837227161108,train
task_447,0,0.18870172425772722,0.2568825138346057,train
task_448,0,0.4163266031676084,0.09655531898051668,train
task_449,0,0.07921813820357482,0.20609889179255808,train
task_450,0,0.22449226355095966,0.011352154538951414,train
task_451,0,0.19866983809990485,0.2406850769337331,test
task_452,0,0.2225457100189086,0.25275782286222137,test
task_453,0,0.21533127279842085,0.3003407821642566,train
task_454,0,0.16269744896745292,0.011658245539057116,train
task_455,0,0.15153076351121625,0.3293791059160591,train
task_456,0,0.311336310005764,0.012626191826818983,train
task_457,0,-0.040355091100709506,0.15192145707997506,train
task_458,0,-0.013348452860831583,0.416530331430621,train
task_459,0,0.33866306002262114,0.010747738326280398,train
task_460,0,0.3525921347887263,0.12699993616098698,train
task_461,0,0.270777691331487,0.29657705122885314,test
task_462,0,0.43126836954838166,0.3140794219195062,train
task_463,0,0.4286321578090937,0.050583190630348634,train
task_464,0,0.2209549958041886,0.13796725744290028,test
task_465,0,0.2721082365466379,0.34592266683952927,train
task_466,0,0.20820566612371438,0.25082094574688424,train
task_467,0,0.4056869040383734,0.2528595847078983,test
task_468,0,0.3452834040188889,0.2554045893003506,train
task_469,0,0.2821696696299159,0.13693434694560377,train
task_470,0,0.09455065386456198,-0.044739397454969604,train
task_471,0,0.1483567247553302,0.21199067604017807,test
task_472,0,0.24535474932443596,0.17160163264334782,test
task_473,0,0.23608719779986662,0.0712916301097582,train
task_474,0,0.19340492658937045,0.12204170147793772,train
task_475,0,0.4022363097183336,0.1870294892894253,train
task_476,0,0.06364457119085945,0.2995160784457789,train
task_477,0,0.07166320007530608,0.4305984154772315,train
task_478,0,0.4013829143751537,0.331119525692834,train
task_479,0,0.16470952359395938,0.48061745517861176,train
task_480,0,-0.044389082023652215,0.11943317203924633,test
task_481,0,0.3632337965412744,0.17641011674802953,train
task_482,0,0.27566325709843403,0.24001830402750235,test
task_483,0,0.3576970292856265,0.10338236936020508,test
task_484,0,0.23002247301982617,0.1784400993836026,train
task_485,0,0.2867312917128509,0.2871131748422729,train
task_486,0,0.09021520304014882,0.04890345411533162,train
task_487,0,0.24561978696336031,0.042097547783742445,train
task_488,0,0.14259037152353027,0.3528236880447263,test
task_489,0,0.1101614889157992,0.263570772508743,train
task_490,0,0.02407901501771878,0.026277647573815982,train
task_491,0,0.15273103769321056,0.19148181485808088,train
task_492,0,-0.008380785931755064,0.1586816881077408,train
task_493,0,0.29605901448934985,0.12434776138952827,test
task_494,0,0.027121455766603325,-0.041159512996847336,test
task_495,0,0.19250045829791357,0.21400032269088334,train
task_496,0,0.1002720303947915,0.26059437207272224,train
task_497,0,0.2391525391025248,0.11097130031547672,test
task_498,0,0.24793127698846898,0.5040725467324889,train
task_499,0,0.306782424765557,0.3616845720824651,train
task_500,0,0.16988544952517678,0.1952838995629045,train
task_501,0,0.17924562154617957,0.3928400015841558,train
task_502,0,0.37731341084092396,0.1314126264109372,train
task_503,0,0.1823935659257702,0.1839897531602927,train
task_504,0,0.42363992655521254,-0.017487467158125852,train
task_505,0,-0.13326746377731225,0.1860643276567413,train
task_506,0,0.020399817184012875,0.49530051939981473,test
task_507,0,0.26889542396438504,0.21830554655371087,test
task_508,0,0.2544880949325898,0.34659389907116783,train
task_509,0,0.27744056197491584,0.21141201078861607,train
task_510,0,0.05477184062701709,0.36240445188613124,test
task_511,0,0.08520645846916533,0.07898466314794712,test
task_512,0,0.1971357920196402,0.17907966736915307,test
task_513,0,0.1070657212205691,0.19101985006995847,train
task_514,0,0.2997432311224573,0.13254052984484968,test
task_515,0,0.2860869332767327,0.24316788929837002,train
task_516,0,-0.016325926418675585,0.001224586347187584,train
task_517,0,0.22072558245865032,0.14452481399906758,train
task_518,0,0.39912605521181865,0.0034990322962686893,train
task_519,0,0.3093366027455642,0.045236721103286665,test
task_520,0,0.0982370708353569,0.17483627029562704,train
task_521,0,0.23535954097765668,0.03328716497530482,test
task_522,0,0.33024717147802074,0.5254048083115668,train
task_523,0,0.484854973697186,0.2711549776175734,train
task_524,0,0.2313986740932879,0.26011119247378756,train
task_525,0,0.4934360945458611,0.22128205162044173,test
task_526,0,0.14798079619975313,0.2700089002127646,test
task_527,0,0.1245357833905809,0.03916408180298389,train
task_528,0,0.3193444896444073,-0.036606211471447825,train
task_529,0,0.16991850472295172,0.2061803252648397,test
task_530,0,0.5793647557824735,0.3094390727660433,test
task_531,0,0.07266362976739935,0.18287723228660932,train
task_532,0,0.28107414287229876,0.22294714395906676,train
task_533,0,-0.008250410960000593,0.2431096457133005,train
task_534,0,0.29121768348212834,0.23543977115964365,train
