task,gt,f1,f2,split
task_61,0,0.12452011793870703,0.44993506880863765,train
task_62,0,0.3053082443194679,0.0881539686468737,train
task_63,0,0.35252506016127855,0.16202656042156055,train
task_64,0,0.17433357580962794,0.24099655148361143,train
task_65,0,0.27761978584895625,0.22823160318055477,train
task_66,0,-0.11866132601454721,-0.0003372656819235209,train
task_67,0,0.047150078843104154,0.5706079298379816,train
task_68,0,0.35494359335916437,0.5870682011534709,train
task_69,0,0.36036993875169204,0.14348270068890795,test
task_70,0,-0.05661794058178071,0.28092298451411685,test
task_71,0,0.2669644343240422,0.1393507582599625,train
task_72,0,-0.1551108355480132,0.18181348765094899,test
task_73,0,0.4384663589641053,0.19643359901369836,train
task_74,0,-0.007002869150600943,0.1956653684301358,test
task_75,0,0.07408176172669104,0.3328268146064204,test
task_76,0,0.3369424713696958,0.3498201248291124,train
task_77,0,0.29426752046427174,0.23078023878677578,train
task_78,0,-0.008466204307876257,0.17594420304815073,test
task_79,0,0.12759460549020307,0.15381542527191208,train
task_80,0,0.48548328422652576,-0.11942871749313805,train
task_81,0,0.22873337218636317,0.35460651267674614,test
task_82,0,-0.127431522298399,0.2610147481605337,test
task_83,0,0.614838799218998,0.08092391980789136,train
task_84,0,0.26611176874045284,0.14623875872738099,train
task_85,0,0.034135442657212606,-0.40977109873937606,train
task_86,0,-0.27538515532783453,0.04363868438580995,train
task_87,0,-0.07896298078531555,0.4241568577633301,train
task_88,0,-0.015924525758433783,-0.07147329217637388,test
task_89,0,0.1295614547405845,0.5989994646645624,train
task_90,0,-0.06689219804411278,0.09759442800107641,train
task_91,0,0.16427113038398994,0.17116196944660414,train
task_92,0,0.15097351828912525,0.12707928907401028,train
task_93,0,0.6989159632535047,-0.017153341905309677,train
task_94,0,0.42470612861774115,-0.004612356257905764,train
task_95,0,0.190469395559997,-0.04617685536664404,train
task_96,0,0.04523527674775002,0.08249915480272706,train
task_97,0,-0.30076853832323797,0.009289479837585601,train
task_98,0,-0.2354417656120198,0.28851390117385467,test
task_99,0,0.22327203854818786,0.4494173675931444,test
task_100,0,0.46019310433415345,0.5295292199918558,train
task_101,0,0.41926262554017424,0.0621877327831499,train
task_102,0,-0.0017723093127550715,0.08563388778364961,train
task_103,0,0.12399219132478317,0.25681178049419373,train
task_104,0,0.2454675678612202,0.11584368662349032,train
task_105,0,-0.06304355580086157,0.08740115515220695,train
task_106,0,0.3330296571374143,0.157482745724238,train
task_107,0,0.2725354930114268,0.4286721770858606,train
task_108,0,0.38798066163768646,-0.012037350001358804,train
task_109,0,0.39523484782753476,0.341014304116251,train
task_110,0,0.3839452427391371,0.187382096222443,train
task_111,0,0.018060193020551507,0.2893448805353204,test
task_112,0,-0.14852767656094734,0.2588398967528704,test
task_113,0,0.2820540478454265,0.06782555695940104,train
task_114,0,-0.016799564382837973,0.01039695042079175,test
task_115,0,-0.00506072008070696,-0.0859279850462315,train
task_116,0,0.2577449594784249,0.19685788620510764,test
task_117,0,0.139009242930699,0.2388668161460029,train
task_118,0,0.29796297891322776,0.3973932163525165,train
task_119,0,0.5671265255829776,0.4605042957023904,train
task_120,0,0.1486996019295324,0.37207878902880515,test
task_121,0,-0.0011209280634441043,0.331206236329914,train
task_122,0,0.22179915546550025,0.1142422385843384,test
task_123,0,0.2140884027958598,0.03952085138101141,test
task_124,0,0.5586559964496323,0.3503494419067461,train
task_125,0,0.3571003316916417,0.17252018925022664,test
task_126,0,0.1950909526538824,0.15426142771451737,train
task_127,0,0.07611074396543674,0.02274663791370468,train
task_128,0,0.45837259018238663,0.5193849285775449,test
task_129,0,0.052117953409393514,0.1372224308522153,train
task_130,0,-0.08131283850867399,0.007871743329377179,train
task_131,0,-0.26487494902984177,0.12138111112018352,train
task_132,0,0.38268170304266624,-0.09371430794011665,test
task_133,0,0.18541862391452968,-0.16678469564116588,train
task_134,0,0.3206857218441,0.2258964207771126,train
task_135,0,0.05015599608072033,-0.11650239083182501,train
task_136,0,-0.016872646512938017,0.19092340710456968,train
task_137,0,0.08144926788962348,-0.09476554465126596,train
task_138,0,0.1342807364652669,0.3618694185696004,test
task_139,0,-0.0422316826240583,-0.18019320885689205,train
task_140,0,0.4916543274282777,0.7016875376673899,train
task_141,0,0.42747890418890777,0.2918097163228955,test
task_142,0,0.7240574972838036,0.37015322502986775,test
task_143,0,0.18948770938300236,-0.036036058051352626,train
task_144,0,0.29477899673489383,-0.07405236323239434,test
task_145,0,0.38473216593653664,0.09203252315905602,train
task_146,0,0.23398207681088007,0.33848933417477034,train
task_147,0,0.3978746199580369,0.38487050727927813,train
task_148,0,0.16676091179864488,0.6248044373331041,train
task_149,0,-0.016201170928323988,0.20404361696444873,train
task_150,0,0.16447912966733444,0.48253163986162845,test
task_151,0,0.2985771764569559,-0.06366747233849879,train
task_152,0,0.25672766558085586,0.3414834968316126,train
task_153,0,-0.10782818366656993,0.48319215909178337,train
task_154,0,0.013701526346117293,0.1691789909576451,train
task_155,0,0.26488036713584795,0.29112557182564625,train
task_156,0,0.10836656646299218,0.48134378885929485,train
task_157,0,0.19287859865755502,-0.11085933537381365,train
task_158,0,0.338780441347649,0.20596661639410987,train
task_159,0,-0.07330282040869085,0.232284955841772,train
task_160,0,0.20891172606395886,0.17785049749900295,train
task_161,0,0.13675844990722175,0.11657450712495494,train
task_162,0,0.07505644464877544,0.14214539752376656,train
task_163,0,0.2564790927174333,0.20960555957546387,test
task_164,0,-0.15269138371854069,0.2853696966867413,test
task_165,0,0.36616178393743765,-0.1930493880877846,train
task_166,0,0.10203163213115632,0.3038793144321055,train
task_167,0,0.21569650620237685,0.14374115431444678,train
task_168,0,0.17046577733784174,0.22696353079202183,train
task_169,0,0.07491922468842382,-0.17584114504590864,train
task_170,0,0.328855320930319,0.6811142340776519,test
task_171,0,-0.08041350545061576,0.12771606213943132,train
task_172,0,0.09356781076520633,0.2518254743426493,train
task_173,0,0.1615931019543897,-0.0715175075027264,test
task_174,0,0.2377457713076766,0.3669173026260054,train
task_175,0,0.43648487133514435,0.3634681960208718,train
task_176,0,0.29830711602302057,0.0315705765804945,test
task_177,0,0.4617410172409737,0.03965077062122527,test
task_178,0,0.26883626268659255,-0.003473418879071044,train
task_179,0,-0.1347616268675792,0.22744836100877502,train
task_180,0,0.06817788288728088,-0.07974831239309615,train
task_181,0,0.35315519028549036,0.3016524739029296,train
task_182,0,0.39632869115356023,0.2364237786099857,train
task_183,0,0.21387785240930682,0.3572183203659996,test
task_184,0,0.11118839042819226,0.08686873553429733,train
task_185,0,0.17068340984368668,-0.10843458064922101,train
task_186,0,0.13091631218992922,0.14070533698853377,train
task_187,0,0.12580923347823084,0.039975080886657494,train
task_188,0,0.36154420911402524,0.050415921605416664,train
task_189,0,-0.05078893322751066,0.31403011243263385,test
task_190,0,0.1517657818301376,-0.06841268988473015,train
task_191,0,0.2939523811517074,0.4508872473018116,test
task_192,0,0.05259482787104641,0.19612037677700234,train
task_193,0,0.3517838254685901,0.2808179781329313,test
task_194,0,0.02802185516029171,-0.034366696134683294,test
task_195,0,-0.0984503757947075,0.5064645108040566,train
task_196,0,-0.039725896520801524,-0.24130062962359572,test
task_197,0,0.49738374711299826,0.07534667404943632,train
task_198,0,0.6884491367966229,0.3372269879330364,test
task_199,0,0.34865844563313975,0.36364991175146893,train
task_200,0,0.08199111718279171,-0.18680502958898,train
task_201,0,0.06391293430007985,-0.1844625772625263,test
task_202,0,0.23707144692074072,0.3982996660448873,train
task_203,0,0.32630905184024994,0.44645002990713256,test
task_204,0,0.34408816948367227,0.24985226792668241,train
task_205,0,0.07282123391961076,0.34367871862599264,train
task_206,0,0.24698466908115485,0.3427688935333783,test
task_207,0,0.1971056961063012,0.4135824455819637,test
task_208,0,0.23869159906084814,0.15249683688839033,train
task_209,0,-0.0999670537927827,0.3074814859057752,train
task_210,0,0.2319433612627524,0.10869048602944249,train
task_211,0,0.30892148085223925,-0.21753387181198747,test
task_212,0,0.1738392417334074,0.26816317520802946,train
task_213,0,0.152862823345298,-0.0017223369476933592,test
task_214,0,0.08309847346506666,0.042399978308721276,test
task_215,0,0.22242166287648868,0.12139966485446632,train
task_216,0,-0.2878073349416021,-0.056422623663806626,test
task_217,0,0.2356876886769655,0.1894467702742622,train
task_218,0,0.19088674665542724,0.15039609849763708,train
task_219,0,0.5033934758328997,0.09059159560093069,test
task_220,0,0.28437470143393256,0.24284578774066037,test
task_221,0,0.3106199404579494,0.49113775481320354,train
task_222,0,0.7150410592755814,-0.15002486553013317,train
task_223,0,0.059819095886227996,0.16247142231694667,train
task_224,0,0.4055966812872783,0.2061218176080058,train
task_225,0,-0.04969620196383487,0.26763733609859547,test
task_226,0,-0.1347823303503552,0.2863881776954097,train
task_227,0,0.049074022204345424,0.016619873455544054,train
task_228,0,0.3921232578280037,0.4156481568137114,train
task_229,0,-0.2543745168902074,0.19291774060243222,test
task_230,0,0.45874551976146394,0.43861934781044637,train
task_231,0,-0.0891419288037405,0.09029838757176033,test
task_232,0,0.18129480456835426,0.2803391498001146,train
task_233,0,0.34095135032379137,0.4230725849473671,train
task_234,0,0.6710395118208293,0.12633856662026088,train
task_235,0,0.1409274156270715,0.2612024212326665,test
task_236,0,-0.05107074772274006,0.21428608037909327,train
task_237,0,0.32284309099138864,0.003997898484020462,train
task_238,0,0.14220888834863699,-0.031317321726579556,train
task_239,0,0.46920279441306206,0.17885800937969273,train
task_240,0,0.25923942839803704,0.07011460423071111,train
task_241,0,0.4388461211625956,0.22923857571111617,train
task_242,0,0.15975882461659419,-0.13820757885940133,test
task_243,0,-0.3113422558556281,0.599343071221505,train
task_244,0,-0.017841133893813005,0.10504503406417369,train
task_245,0,0.04862801466224481,0.04476183240712964,train
task_246,0,0.3952425072230617,-0.1757797190274088,train
task_247,0,0.2956753248944794,0.2626215632994975,train
task_248,0,0.28347196229678895,-0.39234548067254243,train
task_249,0,0.09236532432518961,0.3030336048372104,train
task_250,0,0.2813271787308403,0.28661189076944205,train
task_251,0,0.3926341258133563,0.5706397764023069,train
task_252,0,0.11506642466082227,0.4844239992806496,train
task_253,0,0.24226191715950582,0.2865241097905913,train
task_254,0,-0.26779656199547536,0.12819301726980725,train
task_255,0,0.22319592542165134,0.1153211245253437,train
task_256,0,-0.0010502336007382485,0.290639520953977,test
task_257,0,0.16828104916027745,0.2306927956964587,train
task_258,0,0.17933431614123901,0.2364382813985826,test
task_259,0,0.21399372367179845,-0.11778729890405021,test
task_260,0,-0.006026913246492516,0.056600733148833265,train
task_261,0,0.22808651682183284,0.09501821399104751,train
task_262,0,0.16076794088231314,0.29088711782731924,train
task_263,0,0.13479503059755704,-0.016015283618951826,train
task_264,0,0.513229328280644,0.29977097060705893,test
task_265,0,0.05346330475376754,0.25297062155136346,train
task_266,0,-0.07980743064499729,0.13064167028255652,train
task_267,0,0.07331807621524322,0.32460382962497675,test
task_268,0,0.36350442679664535,0.04559414891305397,train
task_269,0,-0.060248411968237936,-0.1400872810063668,train
task_270,0,0.5660854430342144,0.4121040736419903,test
task_271,0,0.3252898595421081,0.3004542582464417,test
task_272,0,0.0874423544328131,0.14159053425399323,train
task_273,0,0.3094523198376794,0.3619484278822335,test
task_274,0,0.438191099380602,0.20185285884257964,test
task_275,0,0.10970049277708162,-0.06002120296966329,train
task_276,0,0.02647623570838739,0.054465645871496715,train
task_277,0,0.15635183342939607,-0.047565916602554686,train
task_278,0,0.2206428274388906,0.035453170669764944,train
task_279,0,0.09471889666560379,0.29848518649896777,train
task_280,0,0.17267766803228818,0.29347076280486134,train
task_281,0,0.15735702700601703,-0.11898603925339918,train
task_282,0,0.2647852596250878,0.2132264934952389,train
task_283,0,0.30539120845711776,-0.002039461695357264,test
task_284,0,0.5435304803026374,0.14972081528911263,train
task_285,0,0.30766246937293773,0.06526614797559419,train
task_286,0,0.08813270183322407,0.17078105475147004,test
task_287,0,0.2555432313425782,0.3222239327656271,train
task_288,0,-0.008203505585680337,0.192784417305632,train
task_289,0,0.1416218912868262,-0.005215781895326399,test
task_290,0,0.12025863747100052,0.3892045100885374,train
task_291,0,0.4306802545466555,0.13457519737149792,train
task_292,0,0.20437975084729573,0.08345307999766445,train
task_293,0,0.08071204891442255,-0.058994337057227564,train
task_294,0,0.40096406276251173,-0.053041850324481,test
task_295,0,0.470190328849643,0.18908945680840855,train
task_296,0,0.2830782942659062,-0.22660735816918243,train
task_297,0,0.009283506072145287,-0.05523578334624912,test
task_298,0,-0.19915678097864897,0.41063948146727136,test
task_299,0,0.25880587050850007,-0.23380625557869944,train
task_300,0,0.27036290967996357,-0.014119491660987471,test
task_301,0,0.5589606414514127,0.20167782335451417,train
task_302,0,0.14588825294771948,-0.08845655813439551,test
task_303,0,0.02662940058128599,0.35705744128289707,test
task_304,0,0.1735045004706759,0.1492970084713092,test
task_305,0,0.13214801866246156,0.17612730991211314,test
task_306,0,0.13214173894529596,0.06676398962317812,test
task_307,0,-0.0006929177493357752,-0.12147543238380226,train
task_308,0,0.4940704203749049,0.1919099992050821,train
task_309,0,0.33977565385398006,0.08783239523636116,train
task_310,0,0.322680686518587,0.48194635083193216,train
task_311,0,-0.09773141433182087,0.15310522866394316,train
task_312,0,0.05982737676009478,0.32493080750921877,train
task_313,0,0.22223040717506623,0.22674272791303463,train
task_314,0,0.322453991021148,0.3362559882888255,train
task_315,0,0.4277453269237684,0.37313246772997083,train
task_316,0,0.3171369271431108,0.27935864045359987,train
task_317,0,-0.1417304279766518,0.29279535366763454,test
task_318,0,0.2503062763057238,0.013806548762397147,test
task_319,0,-0.05266708336834858,-0.4003264870629129,train
task_320,0,0.06193849779320318,0.13128024697684804,train
task_321,0,0.06361287093230819,0.3163092945581749,train
task_322,0,0.44283344674220376,0.13576975441302344,train
task_323,0,0.05264285724298526,0.09022694244129224,train
task_324,0,0.09838998337427363,0.06946731131739714,train
task_325,0,0.23245449177623165,0.02846172481705836,train
task_326,0,0.34220688386607645,0.6278662588439504,train
task_327,0,0.1316668823426113,0.03126510963496612,train
task_328,0,-0.07861827330096338,-0.008383877198736844,train
task_329,0,0.29891888261082916,-0.0019151550307744958,train
task_330,0,0.19657971432642227,-0.2600857627603809,train
task_331,0,0.17234205641149175,0.24326517740661596,test
task_332,0,0.385740231719073,0.2634159476070981,train
task_333,0,-0.04711678633402433,0.236667029320672,train
task_334,0,0.14502164248035282,0.6976682607508968,test
task_335,0,0.3462566174825126,0.04115661951718805,train
task_336,0,-0.1322540832496007,0.1838280872170072,train
task_337,0,-0.049196960996050226,0.5816818768744974,test
task_338,0,0.47908244828252905,0.5521144317914668,test
task_339,0,-0.03767890198477053,0.24839848883956278,train
task_340,0,0.16290681017001096,-0.001531832814612999,test
task_341,0,0.28496440802624073,0.12484569877510658,train
task_342,0,0.46662160146209897,-0.006081129056868306,train
task_343,0,0.4457357986784256,-0.021623878689236126,train
task_344,0,0.09304128078978013,0.3195419788334877,train
task_345,0,0.48431995302147285,0.1388761392856267,train
task_346,0,0.3809045412868688,0.6401625325362368,train
task_347,0,-0.020051045261153005,0.21184057290955316,test
task_348,0,0.07459872956916949,0.029061702231971742,train
task_349,0,0.3913147456218595,0.44297846396066565,train
task_350,0,-0.07079303257366643,0.09163713410413073,test
task_351,0,0.35831322072115457,-0.00017235567404033647,train
task_352,0,0.20040312433811047,0.27789162994081074,train
task_353,0,-0.012088744731512252,0.20374696806769857,train
task_354,0,0.05151213800660617,0.18617324395454737,train
task_355,0,0.33546404694744647,0.09090766622582801,train
task_356,0,-0.034525295478354506,0.6282717180119529,train
task_357,0,0.3305636454626225,0.2277630192269092,train
task_358,0,0.3219671942961381,0.1772253493067717,test
task_359,0,0.24372517424821122,0.006875921216946773,train
task_360,0,0.33101293511951496,0.2963065754456486,train
task_361,0,0.34594164861033555,0.4086143089436164,train
task_362,0,0.21848684463863502,0.4430206129764149,test
task_363,0,0.06213773483450355,0.4273293105782717,train
task_364,0,0.49424758677550795,0.03314999402212068,test
task_365,0,0.2441038871538571,0.32069233885388937,train
task_366,0,0.18159199146010577,0.08518534297476128,test
task_367,0,-0.1267293782082819,0.46970021043064203,train
task_368,0,0.22374455160960505,0.3200003194884915,test
task_369,0,0.263647770060091,0.13219753273800722,train
task_370,0,0.24061138022059947,0.2778165367035511,train
task_371,0,-0.07352661410619227,0.34702759894376123,train
task_372,0,-0.26997579989358683,-0.1332644224385398,train
task_373,0,0.024458422697316184,0.30543109795347906,train
task_374,0,0.1308912856657901,0.2165298507620642,train
task_375,0,0.14168395224026112,0.06505366947780342,train
task_376,0,-0.4211573680062433,0.003346271584856897,test
task_377,0,0.43581882051444265,0.18980964412272996,train
task_378,0,0.39989716750068144,0.5391482197414368,test
task_379,0,0.3040569278135522,-0.03953868298012675,train
task_380,0,0.18785048440992946,0.6070707689896957,train
task_381,0,0.05670437512616133,0.18000249246102695,train
task_382,0,0.32636229932057753,0.22035862893692204,train
task_383,0,0.40985028503836896,0.42597752567978336,train
task_384,0,0.2758815220878328,0.07829212853061947,test
task_385,0,0.09770531278239183,0.29560374285235436,test
task_386,0,-0.04059884784425377,0.45165929713866515,test
task_387,0,0.17968860819172028,-0.3096093118479311,train
task_388,0,0.032770262561215846,0.02007701337777107,train
task_389,0,0.4408156832822461,0.1733161306267353,train
task_390,0,0.2109733673136815,-0.03919406890228219,train
task_391,0,-0.02227772508663542,0.015079422679858429,train
task_392,0,0.03480749188734289,0.2047825077568698,test
task_393,0,0.24829198262810012,0.1533251042833049,train
task_394,0,0.1966693622059738,-0.022446382970473883,train
task_395,0,-0.22863756244237127,0.3145216715063356,train
task_396,0,0.3965825006534504,0.25884529571950815,train
task_397,0,-0.15825218207002906,0.19280384606440473,test
task_398,0,0.02429187398867333,0.41340806912489997,train
task_399,0,0.43343936719440757,-0.0826961995284281,train
task_400,0,-0.04290275639707791,0.25383198296630294,train
task_401,0,0.45458407405796764,0.2391536571028934,train
task_402,0,0.06732920359570307,-0.0175171529994044,train
task_403,0,0.05444867951503746,0.3308147566378954,train
task_404,0,0.28144310035285974,0.420305230223562,train
task_405,0,0.5898021720319747,0.08115855193603488,train
task_406,0,0.11178912195431291,-0.07464285504296653,train
task_407,0,0.3317545936564434,0.1980630286229349,train
task_408,0,-0.3225523303619459,0.022853667870832595,test
task_409,0,0.24844014482771887,0.39009621692838947,test
task_410,0,0.0020974171550987575,0.4185852913746527,test
task_411,0,0.42050892344088353,0.2727297876203306,train
task_412,0,-0.05269361002646478,-0.0667071658321245,train
task_413,0,0.18922494888384575,-0.10461419042473125,test
task_414,0,0.1466458818286301,0.21254245863523907,train
task_415,0,0.507883833827127,0.233693413491741,train
task_416,0,0.11345890469577205,0.4662396143117499,train
task_417,0,-0.03295658372497243,-0.04562399529289313,test
task_418,0,0.12062410043247258,0.361430371583357,train
task_419,0,0.1714660661999761,0.22588878746495356,test
task_420,0,0.18228089095731245,0.2425574809464173,test
task_421,0,0.21978452738051074,-0.01728968491020688,train
task_422,0,0.5391908782264474,0.6561997234868908,train
task_423,0,-0.056428218181100054,0.6339463626532562,train
task_424,0,0.4261077872096952,0.08782776998040037,test
task_425,0,0.13489575588017022,0.45965959480527196,train
task_426,0,-0.02724217436094034,0.06105045555204905,train
task_427,0,-0.07826206811613712,0.46686757202370177,train
task_428,0,0.13649993800361143,0.12846695715061787,train
task_429,0,0.5638842037899134,0.36794590643264163,train
task_430,0,0.16305552108188612,0.5574333493226564,test
task_431,0,0.7265571474378933,0.1352768580139928,train
task_432,0,0.04321920183238778,-0.1484343532571527,train
task_433,0,0.10032324485114466,0.24821255942598877,train
task_434,0,-0.01558499780939454,0.49410679699395854,train
task_435,0,0.3467949151836744,0.06065175489158858,train
task_436,0,0.08750458260655383,-0.010917752332780445,test
task_437,0,-0.17237330751204366,0.15505402047278002,test
task_438,0,0.3985182346313539,0.4619543574442974,train
task_439,0,0.16741266105916788,0.4598140335665034,test
task_440,0,0.10224228699070516,0.44661140424226936,train
task_441,0,0.11657309809920186,0.40619845701347623,train
task_442,0,0.0024168551761652723,0.3717935369926696,train
task_443,0,0.3381622982887882,0.3493900581446453,train
task_444,0,0.22966831896823736,0.21113631974740368,train
task_445,0,-0.10054461895721267,-0.2795881574044176,train
task_446,0,0.4499336230515358,0.271725945324603,train
task_447,0,0.18493563234363627,0.25711119909913316,train
task_448,0,0.4884354708901445,0.14619498064866976,train
task_449,0,0.0389575176047664,0.21680185353197767,train
task_450,0,0.23265635140127955,0.33216503749696497,train
task_451,0,0.19822645079987314,-0.27172799402005526,test
task_452,0,0.23006094669187815,0.521253931375689,test
task_453,0,0.22044169706456113,-0.14297224267223918,train
task_454,0,0.15026326528993722,0.2745847741848852,train
task_455,0,0.13537435134828835,0.29703613162824677,train
task_456,0,0.3484484133410187,-0.1347033566358104,train
task_457,0,-0.12047345480094601,-0.05342913737043842,train
task_458,0,-0.08446460381444215,0.14333337677410535,train
task_459,0,0.38488408003016156,-0.08242415282043491,train
task_460,0,0.4034561797183018,0.23997128627579584,train
task_461,0,0.29437025510864934,0.09720097665414795,test
task_462,0,0.508357826064509,0.07359419280319246,train
task_463,0,0.5048428770787916,0.36689041990618565,train
task_464,0,0.22793999440558477,0.39604414815885175,test
task_465,0,0.2961443153955172,-0.010798108069470735,train
task_466,0,0.2109408881649525,-0.12290037492384459,train
task_467,0,0.4742492053844979,0.35436490162061174,test
task_468,0,0.3937112053585185,0.28736573634732826,train
task_469,0,0.30955955950655456,0.3718321020520001,train
task_470,0,0.059400871819415973,0.1900916834533664,train
task_471,0,0.1311422996737736,0.1770253630138054,test
task_472,0,0.2604729990992479,0.3274566785670624,test
task_473,0,0.24811626373315548,0.15746359488473957,train
task_474,0,0.19120656878582726,0.5840106656768158,train
task_475,0,0.4696484129577781,0.27225382168721884,train
task_476,0,0.018192761587812578,-0.05831525990689501,train
task_477,0,0.02888426676707473,0.6624216213214067,train
task_478,0,0.468510552500205,0.021608817922790735,train
task_479,0,0.1529460314586125,0.16238711359500899,train
task_480,0,-0.12585210936486962,0.33371751770612046,test
task_481,0,0.4176450620550326,0.3759223224417052,train
task_482,0,0.3008843427979121,0.4149885600815835,test
task_483,0,0.41026270571416873,0.09764936154580227,test
task_484,0,0.2400299640264349,0.3454588023276901,train
task_485,0,0.3156417222838012,-0.15976359654074762,train
task_486,0,0.053620270720198426,0.40292883662109524,train
task_487,0,0.26082638261781377,-0.07574463663229813,train
task_488,0,0.12345382869804034,0.2548711457917948,test
task_489,0,0.08021531855439892,0.462763951817841,train
task_490,0,-0.034561313309708325,-0.020842222021727863,train
task_491,0,0.13697471692428076,0.17493060014968612,train
task_492,0,-0.07784104790900676,0.42438129286358633,train
task_493,0,0.3280786859857998,0.2714838800512132,test
task_494,0,-0.030504725644528913,0.4922199920915024,test
task_495,0,0.19000061106388477,0.4075938670959031,train
task_496,0,0.06702937385972199,0.47389830399193394,train
task_497,0,0.25220338547003307,-0.03503704553325618,test
task_498,0,0.26390836931795864,0.030696993784498555,train
task_499,0,0.342376566354076,0.21491361782991605,train
task_500,0,0.15984726603356905,-0.09704492058561809,train
task_501,0,0.17232749539490608,0.34278650769674934,train
task_502,0,0.436417881121232,0.19807473174144408,train
task_503,0,0.1765247545676936,-0.15455993779399074,train
task_504,0,0.49818656874028333,0.2165517939486004,train
task_505,0,-0.2443566183697497,-0.13863868094949255,train
task_506,0,-0.0394669104213162,-0.07517350336080686,test
task_507,0,0.2918605652858467,0.24748516303805318,test
task_508,0,0.2726507932434531,0.041005464317264845,train
task_509,0,0.3032540826332211,0.4071754652500905,train
task_510,0,0.006362454169356102,0.04189739181513888,test
task_511,0,0.04694194462555373,-0.13694710744165584,test
task_512,0,0.19618105602618696,0.20341408949282044,test
task_513,0,0.0760876282940921,0.3847343698333652,train
task_514,0,0.3329909748299431,0.23793333125678112,test
task_515,0,0.3147825777023103,0.07450972877739356,train
task_516,0,-0.08843456855823412,0.6097131376744823,train
task_517,0,0.2276341099448671,0.3572138884253808,train
task_518,0,0.4655014069490916,0.298710118982777,train
task_519,0,0.34578213699408555,0.4495664826636198,test
task_520,0,0.06431609444714254,0.12939026605785992,train
task_521,0,0.24714605463687558,0.35091902549348863,test
task_522,0,0.3736628953040277,0.24659235072568686,train
task_523,0,0.579806631596248,0.31476331174612737,train
task_524,0,0.24186489879105055,-0.0011278723294866622,train
task_525,0,0.5912481260611482,0.09436048483497168,test
task_526,0,0.13064106159967082,0.2027165375503709,test
task_527,0,0.09938104452077452,0.19560097645628682,train
task_528,0,0.3591259861925431,0.1585612253985341,train
task_529,0,0.1598913396306023,0.17290652451959967,test
