task,gt,f1,f2,split
task_55,0,0.2517176837076761,0.1812962409109189,train
task_56,0,0.18336171040527754,0.011450231941409678,train
task_57,0,0.3113352067958587,0.16000847208217311,test
task_58,0,0.07514076085588364,0.26114772410680037,test
task_59,0,0.18383563218328072,0.07374276089452529,train
task_60,0,0.09902239205505009,0.07055365789758844,test
task_61,0,0.16226005896935353,0.07467936392464536,train
task_62,0,0.25265412215973393,0.02056146830945904,train
task_63,0,0.2762625300806393,0.047683702507128736,train
task_64,0,0.18716678790481397,0.23497366991509636,train
task_65,0,0.23880989292447813,0.016678230222189797,train
task_66,0,0.0406693369927264,0.11153637494391394,train
task_67,0,0.12357503942155208,-0.08901298768700347,train
task_68,0,0.2774717966795822,0.2107076005227586,train
task_69,0,0.280184969375846,0.29201737346529555,test
task_70,0,0.07169102970910965,-0.08491415040175496,test
task_71,0,0.2334822171620211,0.08932420471042365,train
task_72,0,0.02244458222599341,0.21336070500279958,test
task_73,0,0.31923317948205265,0.1984460161783215,train
task_74,0,0.09649856542469953,0.07635394551382961,test
task_75,0,0.13704088086334554,0.014077419656318257,test
task_76,0,0.2684712356848479,0.014509792123067564,train
task_77,0,0.24713376023213587,0.09025170315946383,train
task_78,0,0.09576689784606188,0.04466652025124668,test
task_79,0,0.16379730274510154,0.15587917886275318,train
task_80,0,0.34274164211326286,0.3263969063576948,train
task_81,0,0.2143666860931816,0.35010800749140136,test
task_82,0,0.03628423885080051,-0.019525942514799582,test
task_83,0,0.407419399609499,0.22977596549854262,train
task_84,0,0.23305588437022642,-0.08039446704912556,train
task_85,0,0.11706772132860631,0.1252476714386714,train
task_86,0,-0.03769257766391726,0.0574079937929124,train
task_87,0,0.06051850960734223,0.11162067204829554,train
task_88,0,0.09203773712078311,0.16535092284815528,test
task_89,0,0.16478072737029226,0.19790756429198647,train
task_90,0,0.06655390097794361,0.3444227793461917,train
task_91,0,0.18213556519199497,0.13843407583899814,train
task_92,0,0.17548675914456263,0.08439667265591878,train
task_93,0,0.4494579816267523,0.196143602261478,train
task_94,0,0.31235306430887055,0.006287066596067453,train
task_95,0,0.1952346977799985,0.14208636453830856,train
task_96,0,0.12261763837387502,0.1310477620586948,train
task_97,0,-0.05038426916161898,-0.07860053670287534,train
task_98,0,-0.01772088280600989,0.1265842131837031,test
task_99,0,0.21163601927409395,0.0629551839576932,test
task_100,0,0.33009655216707673,0.08003502732053773,train
task_101,0,0.30963131277008715,0.1133154585203567,train
task_102,0,0.09911384534362247,0.09256601037196689,train
task_103,0,0.1619960956623916,0.15685281992745492,train
task_104,0,0.2227337839306101,0.14283705337417404,train
task_105,0,0.06847822209956922,0.17421420892386735,train
task_106,0,0.2665148285687072,0.08564962220944006,train
task_107,0,0.23626774650571342,0.07504102795422526,train
task_108,0,0.29399033081884324,0.04883408693590068,train
task_109,0,0.2976174239137674,0.032696283261588396,train
task_110,0,0.2919726213695686,-0.09673259396842959,train
task_111,0,0.10903009651027576,0.18281359204799916,test
task_112,0,0.025736161719526335,-0.08785389821526329,test
task_113,0,0.24102702392271325,0.17097258285987302,train
task_114,0,0.09160021780858102,0.035959134501174744,test
task_115,0,0.09746963995964653,0.12489676444655767,train
task_116,0,0.22887247973921246,0.19410699989875932,test
task_117,0,0.1695046214653495,0.28805010441285644,train
task_118,0,0.24898148945661389,0.07861439058854426,train
task_119,0,0.3835632627914888,0.12723256277223907,train
task_120,0,0.1743498009647662,-0.00309741630115834,test
task_121,0,0.09943953596827795,0.07268570161463772,train
task_122,0,0.21089957773275014,0.11427661383917921,test
task_123,0,0.2070442013979299,-0.095609697751525,test
task_124,0,0.3793279982248161,0.11314547955684714,train
task_125,0,0.2785501658458208,0.24158800941838557,test
task_126,0,0.19754547632694122,0.08990247742640653,train
task_127,0,0.1380553719827184,0.038784297562334695,train
task_128,0,0.32918629509119335,0.2313324976469261,test
task_129,0,0.12605897670469676,0.2210119421940499,train
task_130,0,0.05934358074566301,0.075403280198476,train
task_131,0,-0.03243747451492088,-0.16312331855670062,train
task_132,0,0.29134085152133316,0.268235478388835,test
task_133,0,0.19270931195726484,0.19144103260088108,train
task_134,0,0.26034286092205,0.11380031185746697,train
task_135,0,0.12507799804036018,0.1310810451684657,train
task_136,0,0.091563676743531,-0.008098513012635492,train
task_137,0,0.14072463394481174,0.06330824393903421,train
task_138,0,0.16714036823263345,-0.014703923026327212,test
task_139,0,0.07888415868797086,0.0866493296272824,train
task_140,0,0.34582716371413885,0.16784507447115293,train
task_141,0,0.3137394520944539,-0.0771280235030094,test
task_142,0,0.4620287486419018,-0.11317146905098388,test
task_143,0,0.19474385469150118,0.29509534284573363,train
task_144,0,0.24738949836744692,0.019808497845351297,test
task_145,0,0.2923660829682683,0.1881882124255779,train
task_146,0,0.21699103840544004,0.002400304765546743,train
task_147,0,0.29893730997901846,0.0455530580084878,train
task_148,0,0.18338045589932245,0.19946201438757574,train
task_149,0,0.09189941453583801,0.2073802894996824,train
task_150,0,0.1822395648336672,0.1037168282898267,test
task_151,0,0.24928858822847796,0.06627900312870627,train
task_152,0,0.22836383279042793,0.1804546863871291,train
task_153,0,0.04608590816671504,-0.14088900566279738,train
task_154,0,0.10685076317305865,0.0757979585175832,train
task_155,0,0.23244018356792398,0.23031991123040982,train
task_156,0,0.1541832832314961,0.1362194997309695,train
task_157,0,0.19643929932877752,0.19708833794634278,train
task_158,0,0.2693902206738245,-0.08575353313597198,train
task_159,0,0.06334858979565458,0.11727388194724482,train
task_160,0,0.20445586303197943,0.14828812232737154,train
task_161,0,0.16837922495361088,0.04767460986088843,train
task_162,0,0.13752822232438772,0.0891917211278432,train
task_163,0,0.22823954635871666,0.25164809920439574,test
task_164,0,0.023654308140729663,0.18063954462984208,test
task_165,0,0.28308089196871883,0.02515567846038451,train
task_166,0,0.15101581606557818,-0.03507482843009077,train
task_167,0,0.20784825310118843,-0.18774191757236156,train
task_168,0,0.18523288866892088,0.12837160559759597,train
task_169,0,0.13745961234421192,0.015587626063112842,train
task_170,0,0.2644276604651595,0.036098067356264446,test
task_171,0,0.059793247274692124,0.13991189786585398,train
task_172,0,0.14678390538260316,0.15560410436373778,train
task_173,0,0.18079655097719485,-0.03867356609154032,test
task_174,0,0.2188728856538383,0.03869710929140439,train
task_175,0,0.31824243566757215,0.2173049761876595,train
task_176,0,0.2491535580115103,0.004415089166160388,test
task_177,0,0.33087050862048684,-0.02423073049069538,test
task_178,0,0.23441813134329625,0.1871879848089808,train
task_179,0,0.032619186566210406,-0.02477749736777146,train
task_180,0,0.13408894144364045,-0.02546734812442611,train
task_181,0,0.2765775951427452,0.16127670233518082,train
task_182,0,0.2981643455767801,0.17708088951048268,train
task_183,0,0.2069389262046534,0.1359301292958226,test
task_184,0,0.15559419521409612,0.045449181310698854,train
task_185,0,0.18534170492184335,0.1653273115513516,train
task_186,0,0.16545815609496461,0.06137457512912587,train
task_187,0,0.16290461673911544,0.0635329608625379,train
task_188,0,0.2807721045570126,0.11846547260771789,train
task_189,0,0.07460553338624468,0.22825670934700545,test
task_190,0,0.1758828909150688,0.11265132305895285,train
task_191,0,0.2469761905758537,0.13258717987396945,test
task_192,0,0.1262974139355232,0.2666518092599104,train
task_193,0,0.27589191273429503,0.06901564024182644,test
task_194,0,0.11401092758014586,0.09616187748968412,test
task_195,0,0.050774812102646255,-0.12166743417068218,train
task_196,0,0.08013705173959924,0.10090741939358268,test
task_197,0,0.3486918735564991,0.004858849132354667,train
task_198,0,0.4442245683983115,0.2306202310094395,test
task_199,0,0.2743292228165699,0.05788322032847517,train
task_200,0,0.14099555859139587,0.1723336749470721,train
task_201,0,0.13195646715003995,0.20394672732955105,test
task_202,0,0.21853572346037037,0.16934071209508744,train
task_203,0,0.263154525920125,0.14138920664289306,test
task_204,0,0.27204408474183617,0.020379008550281297,train
task_205,0,0.1364106169598054,0.06721326603456693,train
task_206,0,0.22349233454057743,0.3104336284922852,test
task_207,0,0.1985528480531506,0.06902401812083454,test
task_208,0,0.21934579953042407,0.056472381136100355,train
task_209,0,0.050016473103608655,-0.05660191704674153,train
task_210,0,0.2159716806313762,0.24347644962189785,train
task_211,0,0.2544607404261196,0.25235964494529284,test
task_212,0,0.1869196208667037,0.006902644078331355,train
task_213,0,0.176431411672649,0.19241260021167061,test
task_214,0,0.14154923673253333,0.028017952794561513,test
task_215,0,0.21121083143824435,-0.019266099048283553,train
task_216,0,-0.043903667470801044,-0.013263975661264665,test
task_217,0,0.21784384433848275,0.0862790723139347,train
task_218,0,0.19544337332771364,0.03122621058426632,train
task_219,0,0.3516967379164499,0.1319172734330877,test
task_220,0,0.2421873507169663,0.12008026893560056,test
task_221,0,0.2553099702289747,0.0866139562360598,train
task_222,0,0.4575205296377907,0.10090496075770813,train
task_223,0,0.129909547943114,0.16213945705766888,train
task_224,0,0.3027983406436392,0.0766704066145377,train
task_225,0,0.07515189901808257,0.07559245271927577,test
task_226,0,0.03260883482482241,0.20468711697634226,train
task_227,0,0.12453701110217272,-0.024719536889823687,train
task_228,0,0.2960616289140019,0.21936789714951405,train
task_229,0,-0.027187258445103696,0.24115135736552704,test
task_230,0,0.329372759880732,0.186494548188805,train
task_231,0,0.055429035598129756,0.1565049834074272,test
task_232,0,0.19064740228417712,0.30852734379035296,train
task_233,0,0.2704756751618957,0.08963475249991032,train
task_234,0,0.4355197559104147,0.14617816645969378,train
task_235,0,0.17046370781353576,0.15180928764382162,test
task_236,0,0.07446462613862997,-0.00993327738848368,train
task_237,0,0.2614215454956943,0.18087468184537114,train
task_238,0,0.1711044441743185,0.06763780205847522,train
task_239,0,0.33460139720653104,0.13905754314257707,train
task_240,0,0.2296197141990185,0.3248961784401652,train
task_241,0,0.31942306058129777,0.17791641988512558,train
task_242,0,0.1798794123082971,-0.035666328595609864,test
task_243,0,-0.055671127927814035,0.06605893122053705,train
task_244,0,0.0910794330530935,0.15141420003736447,train
task_245,0,0.12431400733112241,0.18373908209046208,train
task_246,0,0.29762125361153086,-0.025666257320203056,train
task_247,0,0.2478376624472397,0.07316516819713989,train
task_248,0,0.24173598114839445,0.09894496960890328,train
task_249,0,0.14618266216259482,0.042123713341340734,train
task_250,0,0.24066358936542015,0.14709259440891836,train
task_251,0,0.2963170629066782,0.25183688575657226,train
task_252,0,0.15753321233041115,0.08326023892136422,train
task_253,0,0.2211309585797529,0.1793894294677294,train
task_254,0,-0.03389828099773767,0.06653074088132718,train
task_255,0,0.21159796271082568,0.17403806457396215,train
task_256,0,0.09947488319963088,0.05598279124043285,test
task_257,0,0.18414052458013874,0.11011142528636976,train
task_258,0,0.1896671580706195,0.11082934886925101,test
task_259,0,0.20699686183589924,0.10600274881805277,test
task_260,0,0.09698654337675375,0.2247433839576753,train
task_261,0,0.21404325841091643,0.25724579851616686,train
task_262,0,0.18038397044115656,0.16812183410588252,train
task_263,0,0.16739751529877853,0.14677913605093937,train
task_264,0,0.35661466414032206,0.0030909025101445164,test
task_265,0,0.12673165237688377,0.0505172689947778,train
task_266,0,0.06009628467750136,0.1440375988563507,train
task_267,0,0.13665903810762162,0.07662221851569793,test
task_268,0,0.2817522133983227,0.1321643826997904,train
task_269,0,0.06987579401588104,0.10624492187312407,train
task_270,0,0.3830427215171072,0.1628450531752737,test
task_271,0,0.262644929771054,0.1711247251308694,test
task_272,0,0.14372117721640656,0.10271450693583302,train
task_273,0,0.25472615991883973,0.15966774445238446,test
task_274,0,0.319095549690301,0.027795106428191052,test
task_275,0,0.1548502463885408,0.1845913416738323,train
task_276,0,0.1132381178541937,0.017178427979795546,train
task_277,0,0.17817591671469804,0.26705606539057286,train
task_278,0,0.21032141371944532,0.2219961080975668,train
task_279,0,0.1473594483328019,0.09500559340901882,train
task_280,0,0.1863388340161441,0.16102679634821332,train
task_281,0,0.17867851350300853,0.022658718653243842,train
task_282,0,0.23239262981254394,0.042127264483688434,train
task_283,0,0.25269560422855886,0.14103612474726435,test
task_284,0,0.37176524015131873,0.020590833207096773,train
task_285,0,0.2538312346864689,0.1617729160014877,train
task_286,0,0.14406635091661205,-0.035097599225858256,test
task_287,0,0.22777161567128912,0.10916448273051495,train
task_288,0,0.09589824720715984,0.1602541187050911,train
task_289,0,0.1708109456434131,0.19208356836278276,test
task_290,0,0.16012931873550026,0.07875112018942113,train
task_291,0,0.3153401272733277,0.11034143323163283,train
task_292,0,0.20218987542364786,0.09079105864474092,train
task_293,0,0.1403560244572113,0.0356086127685481,train
task_294,0,0.3004820313812559,-0.016357285930160975,test
task_295,0,0.3350951644248215,-0.06813623835645127,train
task_296,0,0.2415391471329531,0.06721535478774981,train
task_297,0,0.10464175303607265,0.17050870913726585,test
task_298,0,0.0004216095106755191,0.04191101692814388,test
task_299,0,0.22940293525425004,0.06692926827184106,train
task_300,0,0.2351814548399818,0.005994850845198407,test
task_301,0,0.37948032072570637,0.19295146429380663,train
task_302,0,0.17294412647385976,0.13920437409507758,test
task_303,0,0.113314700290643,-0.17587843548540308,test
task_304,0,0.18675225023533795,0.21551643230221507,test
task_305,0,0.1660740093312308,0.20564195779264638,test
task_306,0,0.166070869472648,0.10561448077088913,test
task_307,0,0.09965354112533212,-0.011002293647892986,train
task_308,0,0.3470352101874524,0.08993966626246436,train
task_309,0,0.26988782692699004,0.01140921450205927,train
task_310,0,0.2613403432592935,-0.1392041876774667,train
task_311,0,0.05113429283408957,-0.050624542837557074,train
task_312,0,0.1299136883800474,0.13938104402192059,train
task_313,0,0.2111152035875331,0.19799323482950804,train
task_314,0,0.26122699551057404,0.1266427974438228,train
task_315,0,0.3138726634618842,-0.035079131733142116,train
task_316,0,0.2585684635715554,0.15370165452432702,train
task_317,0,0.029134786011674102,-0.05278407693896489,test
task_318,0,0.22515313815286186,0.06365509007417836,test
task_319,0,0.07366645831582572,0.10835349844728419,train
task_320,0,0.1309692488966016,0.13994211629247066,train
task_321,0,0.13180643546615411,0.12884569119271735,train
task_322,0,0.3214167233711019,-0.007186036245409852,train
task_323,0,0.12632142862149265,-0.05976562315531528,train
task_324,0,0.14919499168713682,0.10302558127827491,train
task_325,0,0.21622724588811582,0.010146752801704281,train
task_326,0,0.27110344193303826,0.25217586065241027,train
task_327,0,0.16583344117130566,0.1600777794130815,train
task_328,0,0.060690863349518315,0.07011581316906187,train
task_329,0,0.2494594413054146,0.2449159008217835,train
task_330,0,0.19828985716321115,0.13756326638121608,train
task_331,0,0.18617102820574588,0.2307577042935833,test
task_332,0,0.2928701158595365,0.3757394270237876,train
task_333,0,0.07644160683298784,0.22415555594470793,train
task_334,0,0.17251082124017642,0.13358230322895756,test
task_335,0,0.27312830874125626,0.10230782671501822,train
task_336,0,0.03387295837519966,0.18471673789832202,train
task_337,0,0.07540151950197489,-0.05717889802132231,test
task_338,0,0.33954122414126453,0.02874409035182869,test
task_339,0,0.08116054900761474,0.3169054597674253,train
task_340,0,0.1814534050850055,0.012111244527623438,test
task_341,0,0.24248220401312037,0.17837765104630937,train
task_342,0,0.33331080073104946,-0.07069717770269496,train
task_343,0,0.3228678993392128,0.05334937952259781,train
task_344,0,0.14652064039489007,0.1318335607785926,train
task_345,0,0.34215997651073643,0.04976977179948994,train
task_346,0,0.2904522706434344,0.1409465744033325,train
task_347,0,0.0899744773694235,-0.026473943749062784,test
task_348,0,0.13729936478458477,0.07827670378310556,train
task_349,0,0.29565737281092974,0.22254573736767433,train
task_350,0,0.06460348371316679,0.16110032406376573,test
task_351,0,0.27915661036057726,0.05592009457215374,train
task_352,0,0.20020156216905524,0.14779671499272345,train
task_353,0,0.09395562763424388,0.10135116703087156,train
task_354,0,0.1257560690033031,0.06300193276634383,train
task_355,0,0.26773202347372327,0.07320598074237625,train
task_356,0,0.08273735226082275,0.027022133931709963,train
task_357,0,0.26528182273131123,0.1464811690721885,train
task_358,0,0.26098359714806907,0.1801590361131415,test
task_359,0,0.22186258712410561,-0.05153523714359606,train
task_360,0,0.2655064675597575,0.2594149508165303,train
task_361,0,0.2729708243051678,0.07493379924048305,train
task_362,0,0.20924342231931753,0.020515484809849147,test
task_363,0,0.13106886741725177,0.061357529793731214,train
task_364,0,0.347123793387754,0.05524331044477198,test
task_365,0,0.22205194357692856,0.12736194729784447,train
task_366,0,0.1907959957300529,0.0752488812621282,test
task_367,0,0.03663531089585906,-0.02657918061665185,train
task_368,0,0.21187227580480253,-0.06657707759018186,test
task_369,0,0.2318238850300455,0.14174141551398006,train
task_370,0,0.22030569011029974,0.06550691632586861,train
task_371,0,0.06323669294690387,0.009041171768553888,train
task_372,0,-0.03498789994679341,0.046959659186278896,train
task_373,0,0.1122292113486581,0.13560828116120455,train
task_374,0,0.16544564283289506,0.24746188436369718,train
task_375,0,0.17084197612013055,0.02538237458101214,train
task_376,0,-0.11057868400312165,0.09683690739262675,test
task_377,0,0.3179094102572213,0.15896560191155995,train
task_378,0,0.2999485837503407,0.16663171194646748,test
task_379,0,0.25202846390677613,0.1296582178497636,train
task_380,0,0.19392524220496474,-0.05677133265642115,train
task_381,0,0.12835218756308067,0.030319575364779902,train
task_382,0,0.26318114966028877,-0.007155022763853935,train
task_383,0,0.3049251425191845,0.09093140704247205,train
task_384,0,0.2379407610439164,0.07905808149007666,test
task_385,0,0.14885265639119594,0.049462852169921384,test
task_386,0,0.07970057607787312,0.12853171014173165,test
task_387,0,0.18984430409586014,0.12242381448147031,train
task_388,0,0.11638513128060793,0.15009477749527783,train
task_389,0,0.320407841641123,0.14284230780988014,train
task_390,0,0.20548668365684075,0.035445079149246286,train
task_391,0,0.0888611374566823,0.19698261561616998,train
task_392,0,0.11740374594367145,0.046851005009214144,test
task_393,0,0.22414599131405005,0.008649293403133945,train
task_394,0,0.1983346811029869,0.06350728347941861,train
task_395,0,-0.014318781221185628,0.0629808360315858,train
task_396,0,0.2982912503267252,0.05770395184635051,train
task_397,0,0.020873908964985477,0.06410300538997948,test
task_398,0,0.11214593699433667,0.22914555467566433,train
task_399,0,0.3167196835972038,0.07591195616954872,train
task_400,0,0.07854862180146105,0.16335683996475364,train
task_401,0,0.3272920370289838,0.22766723279936685,train
task_402,0,0.13366460179785156,0.08217317311357666,train
task_403,0,0.12722433975751873,0.01036183506677113,train
task_404,0,0.24072155017642988,-0.04884289181164864,train
task_405,0,0.3949010860159874,0.023754827680188134,train
task_406,0,0.15589456097715645,0.3327801387600303,train
task_407,0,0.2658772968282217,-0.0014977131773410424,train
task_408,0,-0.06127616518097295,0.05044725669859067,test
task_409,0,0.22422007241385944,0.19943460636187962,test
task_410,0,0.10104870857754938,0.11273413270611898,test
task_411,0,0.3102544617204418,-0.09351654670931236,train
task_412,0,0.07365319498676762,0.2495506738900426,train
task_413,0,0.19461247444192287,0.18397651412806498,test
task_414,0,0.17332294091431505,0.19780924937695332,train
task_415,0,0.3539419169135635,0.22544031366099737,train
task_416,0,0.15672945234788604,0.26940701952657675,train
task_417,0,0.08352170813751379,0.3412188905011979,test
task_418,0,0.1603120502162363,0.11483957159937727,train
task_419,0,0.18573303309998807,0.14858334639113702,test
task_420,0,0.19114044547865625,-0.0006875321926490957,test
task_421,0,0.20989226369025538,0.1414209152947179,train
task_422,0,0.3695954391132237,0.048515010454021915,train
task_423,0,0.07178589090944998,0.1432213991440412,train
task_424,0,0.3130538936048476,0.26898835273027966,test
task_425,0,0.16744787794008512,0.1327387588563061,train
task_426,0,0.08637891281952984,0.11493382741886843,train
task_427,0,0.06086896594193145,-0.00946274947993013,train
task_428,0,0.16824996900180572,0.06601596892273577,train
task_429,0,0.3819421018949567,0.194179839625649,train
task_430,0,0.18152776054094305,0.13042373179484595,test
task_431,0,0.46327857371894665,0.10148075801114727,train
task_432,0,0.1216096009161939,-0.006599098979873291,train
task_433,0,0.15016162242557235,0.04433601439839255,train
task_434,0,0.09220750109530274,0.24254945826129654,train
task_435,0,0.2733974575918372,0.23974394142950262,train
task_436,0,0.14375229130327694,0.08362481476783079,test
task_437,0,0.013813346243978175,0.15523964428835413,test
task_438,0,0.29925911731567695,0.09194999476052895,train
task_439,0,0.18370633052958396,0.029819572954894555,test
task_440,0,0.15112114349535258,0.1505627741941417,train
task_441,0,0.15828654904960093,0.06489182345468866,train
task_442,0,0.10120842758808264,0.04023463418829735,train
task_443,0,0.26908114914439407,0.1152801013695933,train
task_444,0,0.2148341594841187,0.218510947613905,train
task_445,0,0.04972769052139367,0.18004960888102384,train
task_446,0,0.3249668115257679,0.13119999742668795,train
task_447,0,0.19246781617181816,0.1532237776259504,train
task_448,0,0.3442177354450723,-0.07799763853740727,train
task_449,0,0.1194787588023832,0.12114213635928442,train
task_450,0,0.21632817570063978,-0.02231315043074819,train
task_451,0,0.1991132253999366,0.29428114467204847,test
task_452,0,0.21503047334593908,0.28523569446757857,test
task_453,0,0.21022084853228057,-0.1263316074920748,train
task_454,0,0.17513163264496862,0.08417447485287685,train
task_455,0,0.16768717567414418,0.19376892714596228,train
task_456,0,0.2742242066705094,0.1519357935832812,train
task_457,0,0.039763272599527,-0.11000244113913857,train
task_458,0,0.05776769809277893,0.12411998477898194,train
task_459,0,0.2924420400150808,0.08680480854422157,train
task_460,0,0.3017280898591509,0.03963199346647836,train
task_461,0,0.2471851275543247,-0.06657313787609012,test
task_462,0,0.35417891303225446,0.1450286607240876,train
task_463,0,0.3524214385393958,0.2326094218616085,train
task_464,0,0.2139699972027924,0.24910523726424005,test
task_465,0,0.24807215769775862,0.20931077888715513,train
task_466,0,0.20547044408247625,0.3243283304415735,train
task_467,0,0.337124602692249,0.15121743057106002,test
task_468,0,0.29685560267925926,0.07990058103863758,train
task_469,0,0.25477977975327726,0.02781273423740828,train
task_470,0,0.12970043590970798,0.05506482261716029,train
task_471,0,0.1655711498368868,0.04791263341591173,test
task_472,0,0.230236499549624,0.02278843252634452,test
task_473,0,0.22405813186657775,0.12178294813878696,train
task_474,0,0.19560328439291363,0.14537238818140705,train
task_475,0,0.33482420647888905,0.06911425736428294,train
task_476,0,0.1090963807939063,0.04063299205021528,train
task_477,0,0.11444213338353737,0.1550419664171881,train
task_478,0,0.33425527625010254,0.17101627308929024,train
task_479,0,0.17647301572930627,0.09727992487249115,train
task_480,0,0.03707394531756519,0.031211725684594058,test
task_481,0,0.30882253102751633,-0.03406574041427474,train
task_482,0,0.250442171398956,0.25155203405733995,test
task_483,0,0.30513135285708437,0.14485720696883558,test
task_484,0,0.22001498201321745,0.11634514563450052,train
task_485,0,0.2578208611419006,0.1307890579793307,train
task_486,0,0.12681013536009922,0.1224445377127822,train
task_487,0,0.2304131913089069,0.24364260471078797,train
task_488,0,0.16172691434902017,-0.01915767207426282,test
task_489,0,0.14010765927719948,0.15558767816271554,train
task_490,0,0.08271934334514584,-0.09545701227731437,train
task_491,0,0.16848735846214039,-0.02728594275424187,train
task_492,0,0.06107947604549663,0.060742557952568554,train
task_493,0,0.2640393429928999,0.19084700424519055,test
task_494,0,0.08474763717773555,0.28048589313233663,test
task_495,0,0.1950003055319424,0.044227868563179354,train
task_496,0,0.13351468692986102,0.05790375877708362,train
task_497,0,0.22610169273501654,-0.0052712588195072685,test
task_498,0,0.23195418465897932,0.23584173038121103,train
task_499,0,0.271188283177038,0.09878000247586223,train
task_500,0,0.17992363301678452,0.062389898819853976,train
task_501,0,0.18616374769745303,-0.003102460418437647,train
task_502,0,0.318208940560616,0.19840627362284988,train
task_503,0,0.1882623772838468,0.10111491080621973,train
task_504,0,0.34909328437014164,0.08303897519704935,train
task_505,0,-0.022178309184874845,0.08737088526961329,train
task_506,0,0.0802665447893419,-0.007152963394815928,test
task_507,0,0.24593028264292335,0.08575116392938428,test
task_508,0,0.23632539662172652,-0.14090978967982945,train
task_509,0,0.25162704131661057,-0.13762493162893127,train
task_510,0,0.10318122708467806,0.1227916657828462,test
task_511,0,0.12347097231277687,0.06754316293724208,test
task_512,0,0.1980905280130935,0.16043781286377817,test
task_513,0,0.13804381414704606,0.00703158667071796,train
task_514,0,0.26649548741497153,0.06670933527894124,test
task_515,0,0.25739128885115514,0.13913371404879382,train
task_516,0,0.05578271572088295,0.006225585212999082,train
task_517,0,0.21381705497243356,-0.022836780339480042,train
task_518,0,0.33275070347454583,0.08792402193336428,train
task_519,0,0.2728910684970428,0.004280316780589349,test
task_520,0,0.13215804722357127,-0.06345052775859536,train
task_521,0,0.22357302731843778,0.2356920529349814,test
task_522,0,0.28683144765201385,0.11156547535355198,train
task_523,0,0.389903315798124,0.033796994534445804,train
task_524,0,0.22093244939552528,0.10680260023948171,train
task_525,0,0.3956240630305741,0.03874713826777354,test
task_526,0,0.1653205307998354,-0.13222812871375997,test
task_527,0,0.14969052226038726,0.002148183561838171,train
task_528,0,0.2795629930962716,0.23442755941237906,train
task_529,0,0.17994566981530116,0.1266774765139519,test
task_530,0,0.4529098371883157,0.051060310438556786,test
task_531,0,0.11510908651159957,0.23434019797109984,train
task_532,0,0.2540494285815325,0.026594943792977277,train
task_533,0,0.06116639269333293,0.16040728952430786,train
